gene_id,Not significant,m6A depleted,m6A enriched,msa_var
ENSMUSG00000003545,7,0,0,Not significant
ENSMUSG00000003546,6,1,0,Not significant
ENSMUSG00000003549,4,3,0,m6A depleted
ENSMUSG00000003555,2,0,0,Not significant
ENSMUSG00000003559,6,1,0,Not significant
ENSMUSG00000003573,7,0,0,Not significant
ENSMUSG00000003575,7,0,0,Not significant
ENSMUSG00000003581,7,0,0,Not significant
ENSMUSG00000003585,7,0,0,Not significant
ENSMUSG00000003604,6,0,1,Not significant
ENSMUSG00000003617,4,3,0,m6A depleted
ENSMUSG00000003623,5,2,0,Not significant
ENSMUSG00000003644,7,0,0,Not significant
ENSMUSG00000003657,4,3,0,m6A depleted
ENSMUSG00000003660,3,4,0,m6A depleted
ENSMUSG00000003662,5,2,0,Not significant
ENSMUSG00000003665,3,0,0,Not significant
ENSMUSG00000003680,7,0,0,Not significant
ENSMUSG00000003721,7,0,0,Not significant
ENSMUSG00000003731,6,0,1,Not significant
ENSMUSG00000003746,7,0,0,Not significant
ENSMUSG00000003752,0,0,7,m6A enriched
ENSMUSG00000003762,3,4,0,m6A depleted
ENSMUSG00000003778,7,0,0,Not significant
ENSMUSG00000003779,7,0,0,Not significant
ENSMUSG00000003808,2,5,0,m6A depleted
ENSMUSG00000003809,7,0,0,Not significant
ENSMUSG00000003810,6,0,1,Not significant
ENSMUSG00000003812,5,0,2,Not significant
ENSMUSG00000003813,5,2,0,Not significant
ENSMUSG00000003814,7,0,0,Not significant
ENSMUSG00000003824,7,0,0,Not significant
ENSMUSG00000003847,7,0,0,Not significant
ENSMUSG00000003848,7,0,0,Not significant
ENSMUSG00000003849,7,0,0,Not significant
ENSMUSG00000003863,6,1,0,Not significant
ENSMUSG00000003865,3,4,0,m6A depleted
ENSMUSG00000003868,3,4,0,m6A depleted
ENSMUSG00000003872,5,2,0,Not significant
ENSMUSG00000003873,3,4,0,m6A depleted
ENSMUSG00000003882,1,0,2,Not significant
ENSMUSG00000003923,3,0,4,m6A enriched
ENSMUSG00000003929,2,0,5,m6A enriched
ENSMUSG00000003934,6,1,0,Not significant
ENSMUSG00000003948,0,7,0,m6A depleted
ENSMUSG00000003949,5,2,0,Not significant
ENSMUSG00000003955,2,5,0,m6A depleted
ENSMUSG00000003970,2,5,0,m6A depleted
ENSMUSG00000003974,5,0,2,Not significant
ENSMUSG00000003992,7,0,0,Not significant
ENSMUSG00000004018,7,0,0,Not significant
ENSMUSG00000004031,1,0,6,m6A enriched
ENSMUSG00000004032,2,5,0,m6A depleted
ENSMUSG00000004035,4,3,0,m6A depleted
ENSMUSG00000004038,2,0,0,Not significant
ENSMUSG00000004040,3,4,0,m6A depleted
ENSMUSG00000004043,7,0,0,Not significant
ENSMUSG00000004044,6,0,1,Not significant
ENSMUSG00000004054,4,0,3,m6A enriched
ENSMUSG00000004056,4,3,0,m6A depleted
ENSMUSG00000004069,7,0,0,Not significant
ENSMUSG00000004070,4,0,3,m6A enriched
ENSMUSG00000004071,6,1,0,Not significant
ENSMUSG00000004085,6,1,0,Not significant
ENSMUSG00000004096,6,1,0,Not significant
ENSMUSG00000004098,7,0,0,Not significant
ENSMUSG00000004099,4,3,0,m6A depleted
ENSMUSG00000004100,7,0,0,Not significant
ENSMUSG00000004105,3,0,4,m6A enriched
ENSMUSG00000004110,7,0,0,Not significant
ENSMUSG00000004113,7,0,0,Not significant
ENSMUSG00000004127,5,0,2,Not significant
ENSMUSG00000004151,7,0,0,Not significant
ENSMUSG00000004187,6,1,0,Not significant
ENSMUSG00000004207,2,5,0,m6A depleted
ENSMUSG00000004221,6,1,0,Not significant
ENSMUSG00000004231,5,0,0,Not significant
ENSMUSG00000004233,5,0,2,Not significant
ENSMUSG00000004263,7,0,0,Not significant
ENSMUSG00000004264,6,1,0,Not significant
ENSMUSG00000004266,5,2,0,Not significant
ENSMUSG00000004267,2,5,0,m6A depleted
ENSMUSG00000004268,5,2,0,Not significant
ENSMUSG00000004270,6,1,0,Not significant
ENSMUSG00000004285,5,2,0,Not significant
ENSMUSG00000004317,7,0,0,Not significant
ENSMUSG00000004319,6,0,1,Not significant
ENSMUSG00000004328,7,0,0,Not significant
ENSMUSG00000004341,3,0,0,Not significant
ENSMUSG00000004347,7,0,0,Not significant
ENSMUSG00000004356,4,3,0,m6A depleted
ENSMUSG00000004359,3,0,0,Not significant
ENSMUSG00000004360,1,0,6,m6A enriched
ENSMUSG00000004364,4,1,2,Not significant
ENSMUSG00000004366,4,3,0,m6A depleted
ENSMUSG00000004371,7,0,0,Not significant
ENSMUSG00000004383,7,0,0,Not significant
ENSMUSG00000004393,6,1,0,Not significant
ENSMUSG00000004394,3,4,0,m6A depleted
ENSMUSG00000004415,7,0,0,Not significant
ENSMUSG00000004446,2,0,5,m6A enriched
ENSMUSG00000004451,7,0,0,Not significant
ENSMUSG00000004455,6,1,0,Not significant
ENSMUSG00000004460,4,3,0,m6A depleted
ENSMUSG00000004462,7,0,0,Not significant
ENSMUSG00000004473,7,0,0,Not significant
ENSMUSG00000004500,2,0,5,m6A enriched
ENSMUSG00000004508,7,0,0,Not significant
ENSMUSG00000004530,7,0,0,Not significant
ENSMUSG00000004535,4,3,0,m6A depleted
ENSMUSG00000004540,3,0,0,Not significant
ENSMUSG00000004552,3,0,0,Not significant
ENSMUSG00000004558,4,3,0,m6A depleted
ENSMUSG00000004561,5,2,0,Not significant
ENSMUSG00000004562,6,0,1,Not significant
ENSMUSG00000004565,3,4,0,m6A depleted
ENSMUSG00000004567,1,6,0,m6A depleted
ENSMUSG00000004568,7,0,0,Not significant
ENSMUSG00000004591,6,0,1,Not significant
ENSMUSG00000004609,3,0,0,Not significant
ENSMUSG00000004610,5,2,0,Not significant
ENSMUSG00000004626,2,5,0,m6A depleted
ENSMUSG00000004630,3,0,0,Not significant
ENSMUSG00000004631,1,6,0,m6A depleted
ENSMUSG00000004633,6,0,1,Not significant
ENSMUSG00000004637,5,2,0,Not significant
ENSMUSG00000004642,5,2,0,Not significant
ENSMUSG00000004651,3,0,0,Not significant
ENSMUSG00000004655,7,0,0,Not significant
ENSMUSG00000004661,7,0,0,Not significant
ENSMUSG00000004665,1,6,0,m6A depleted
ENSMUSG00000004667,7,0,0,Not significant
ENSMUSG00000004668,7,0,0,Not significant
ENSMUSG00000004677,6,0,1,Not significant
ENSMUSG00000004698,6,1,0,Not significant
ENSMUSG00000004707,3,0,0,Not significant
ENSMUSG00000004709,3,0,0,Not significant
ENSMUSG00000004730,1,2,0,Not significant
ENSMUSG00000004748,5,2,0,Not significant
ENSMUSG00000004768,4,0,3,m6A enriched
ENSMUSG00000004771,3,4,0,m6A depleted
ENSMUSG00000004788,6,1,0,Not significant
ENSMUSG00000004789,5,2,0,Not significant
ENSMUSG00000004791,6,0,1,Not significant
ENSMUSG00000004798,6,0,1,Not significant
ENSMUSG00000004814,3,0,0,Not significant
ENSMUSG00000004815,4,3,0,m6A depleted
ENSMUSG00000004837,4,0,1,Not significant
ENSMUSG00000004842,1,0,0,Not significant
ENSMUSG00000004843,5,2,0,Not significant
ENSMUSG00000004846,3,4,0,m6A depleted
ENSMUSG00000004849,4,3,0,m6A depleted
ENSMUSG00000004864,7,0,0,Not significant
ENSMUSG00000004865,5,0,2,Not significant
ENSMUSG00000004872,7,0,0,Not significant
ENSMUSG00000004880,3,4,0,m6A depleted
ENSMUSG00000004885,4,3,0,m6A depleted
ENSMUSG00000004891,1,0,6,m6A enriched
ENSMUSG00000004892,7,0,0,Not significant
ENSMUSG00000004894,2,0,1,Not significant
ENSMUSG00000004895,7,0,0,Not significant
ENSMUSG00000004896,7,0,0,Not significant
ENSMUSG00000004897,5,2,0,Not significant
ENSMUSG00000004902,6,1,0,Not significant
ENSMUSG00000004929,3,4,0,m6A depleted
ENSMUSG00000004931,7,0,0,Not significant
ENSMUSG00000004933,7,0,0,Not significant
ENSMUSG00000004934,6,1,0,Not significant
ENSMUSG00000004936,4,3,0,m6A depleted
ENSMUSG00000004937,6,1,0,Not significant
ENSMUSG00000004939,3,0,0,Not significant
ENSMUSG00000004945,6,1,0,Not significant
ENSMUSG00000004947,7,0,0,Not significant
ENSMUSG00000004951,5,2,0,Not significant
ENSMUSG00000004952,3,4,0,m6A depleted
ENSMUSG00000004961,3,4,0,m6A depleted
ENSMUSG00000004980,3,4,0,m6A depleted
ENSMUSG00000004988,2,0,0,Not significant
ENSMUSG00000004994,6,1,0,Not significant
ENSMUSG00000004996,6,1,0,Not significant
ENSMUSG00000005034,7,0,0,Not significant
ENSMUSG00000005043,1,0,6,m6A enriched
ENSMUSG00000005045,6,1,0,Not significant
ENSMUSG00000005054,5,2,0,Not significant
ENSMUSG00000005057,7,0,0,Not significant
ENSMUSG00000005069,3,4,0,m6A depleted
ENSMUSG00000005078,6,1,0,Not significant
ENSMUSG00000005087,7,0,0,Not significant
ENSMUSG00000005089,6,0,1,Not significant
ENSMUSG00000005102,7,0,0,Not significant
ENSMUSG00000005103,5,2,0,Not significant
ENSMUSG00000005107,7,0,0,Not significant
ENSMUSG00000005124,7,0,0,Not significant
ENSMUSG00000005125,2,5,0,m6A depleted
ENSMUSG00000005131,7,0,0,Not significant
ENSMUSG00000005142,1,6,0,m6A depleted
ENSMUSG00000005148,7,0,0,Not significant
ENSMUSG00000005150,7,0,0,Not significant
ENSMUSG00000005161,0,7,0,m6A depleted
ENSMUSG00000005198,5,2,0,Not significant
ENSMUSG00000005202,2,0,0,Not significant
ENSMUSG00000005204,6,1,0,Not significant
ENSMUSG00000005220,7,0,0,Not significant
ENSMUSG00000005225,3,4,0,m6A depleted
ENSMUSG00000005233,6,1,0,Not significant
ENSMUSG00000005237,7,0,0,Not significant
ENSMUSG00000005251,5,0,2,Not significant
ENSMUSG00000005262,3,4,0,m6A depleted
ENSMUSG00000005267,0,0,7,m6A enriched
ENSMUSG00000005268,6,0,1,Not significant
ENSMUSG00000005299,6,1,0,Not significant
ENSMUSG00000005312,2,5,0,m6A depleted
ENSMUSG00000005320,5,2,0,Not significant
ENSMUSG00000005338,6,1,0,Not significant
ENSMUSG00000005354,4,3,0,m6A depleted
ENSMUSG00000005355,4,0,0,Not significant
ENSMUSG00000005357,5,2,0,Not significant
ENSMUSG00000005360,7,0,0,Not significant
ENSMUSG00000005362,6,1,0,Not significant
ENSMUSG00000005364,2,0,0,Not significant
ENSMUSG00000005370,2,0,5,m6A enriched
ENSMUSG00000005371,5,0,2,Not significant
ENSMUSG00000005373,7,0,0,Not significant
ENSMUSG00000005374,5,0,2,Not significant
ENSMUSG00000005378,4,1,2,Not significant
ENSMUSG00000005397,4,3,0,m6A depleted
ENSMUSG00000005410,5,2,0,Not significant
ENSMUSG00000005413,4,3,0,m6A depleted
ENSMUSG00000005417,5,0,2,Not significant
ENSMUSG00000005442,7,0,0,Not significant
ENSMUSG00000005447,4,3,0,m6A depleted
ENSMUSG00000005465,7,0,0,Not significant
ENSMUSG00000005469,2,5,0,m6A depleted
ENSMUSG00000005470,5,1,1,Not significant
ENSMUSG00000005481,2,5,0,m6A depleted
ENSMUSG00000005483,2,0,5,m6A enriched
ENSMUSG00000005493,7,0,0,Not significant
ENSMUSG00000005501,5,2,0,Not significant
ENSMUSG00000005503,5,0,0,Not significant
ENSMUSG00000005505,5,0,2,Not significant
ENSMUSG00000005506,2,5,0,m6A depleted
ENSMUSG00000005510,1,6,0,m6A depleted
ENSMUSG00000005514,5,2,0,Not significant
ENSMUSG00000005533,5,0,2,Not significant
ENSMUSG00000005534,6,0,1,Not significant
ENSMUSG00000005540,3,0,0,Not significant
ENSMUSG00000005547,3,0,0,Not significant
ENSMUSG00000005553,7,0,0,Not significant
ENSMUSG00000005566,0,7,0,m6A depleted
ENSMUSG00000005575,3,4,0,m6A depleted
ENSMUSG00000005580,2,0,5,m6A enriched
ENSMUSG00000005583,5,2,0,Not significant
ENSMUSG00000005609,5,0,2,Not significant
ENSMUSG00000005610,3,4,0,m6A depleted
ENSMUSG00000005611,6,0,1,Not significant
ENSMUSG00000005615,7,0,0,Not significant
ENSMUSG00000005621,6,0,1,Not significant
ENSMUSG00000005625,6,1,0,Not significant
ENSMUSG00000005628,7,0,0,Not significant
ENSMUSG00000005640,7,0,0,Not significant
ENSMUSG00000005649,3,0,0,Not significant
ENSMUSG00000005656,3,4,0,m6A depleted
ENSMUSG00000005667,6,1,0,Not significant
ENSMUSG00000005672,3,4,0,m6A depleted
ENSMUSG00000005674,7,0,0,Not significant
ENSMUSG00000005677,3,0,0,Not significant
ENSMUSG00000005681,5,0,0,Not significant
ENSMUSG00000005682,6,1,0,Not significant
ENSMUSG00000005683,3,4,0,m6A depleted
ENSMUSG00000005686,4,3,0,m6A depleted
ENSMUSG00000005687,6,1,0,Not significant
ENSMUSG00000005696,3,0,0,Not significant
ENSMUSG00000005698,3,0,4,m6A enriched
ENSMUSG00000005699,2,1,4,m6A enriched
ENSMUSG00000005705,7,0,0,Not significant
ENSMUSG00000005716,3,0,0,Not significant
ENSMUSG00000005718,4,3,0,m6A depleted
ENSMUSG00000005732,7,0,0,Not significant
ENSMUSG00000005763,6,1,0,Not significant
ENSMUSG00000005774,5,0,2,Not significant
ENSMUSG00000005779,2,5,0,m6A depleted
ENSMUSG00000005800,1,0,0,Not significant
ENSMUSG00000005802,5,0,2,Not significant
ENSMUSG00000005803,7,0,0,Not significant
ENSMUSG00000005804,3,4,0,m6A depleted
ENSMUSG00000005813,7,0,0,Not significant
ENSMUSG00000005823,6,1,0,Not significant
ENSMUSG00000005824,3,0,0,Not significant
ENSMUSG00000005836,7,0,0,Not significant
ENSMUSG00000005846,6,0,1,Not significant
ENSMUSG00000005864,3,0,0,Not significant
ENSMUSG00000005871,2,0,5,m6A enriched
ENSMUSG00000005873,1,6,0,m6A depleted
ENSMUSG00000005881,2,5,0,m6A depleted
ENSMUSG00000005882,7,0,0,Not significant
ENSMUSG00000005883,5,0,0,Not significant
ENSMUSG00000005886,4,0,3,m6A enriched
ENSMUSG00000005892,7,0,0,Not significant
ENSMUSG00000005893,3,4,0,m6A depleted
ENSMUSG00000005897,6,1,0,Not significant
ENSMUSG00000005899,3,4,0,m6A depleted
ENSMUSG00000005907,7,0,0,Not significant
ENSMUSG00000005917,7,0,0,Not significant
ENSMUSG00000005936,7,0,0,Not significant
ENSMUSG00000005947,5,0,0,Not significant
ENSMUSG00000005949,3,0,4,m6A enriched
ENSMUSG00000005950,7,0,0,Not significant
ENSMUSG00000005951,4,0,3,m6A enriched
ENSMUSG00000005952,7,0,0,Not significant
ENSMUSG00000005958,7,0,0,Not significant
ENSMUSG00000005968,7,0,0,Not significant
ENSMUSG00000005973,6,0,1,Not significant
ENSMUSG00000005980,0,0,2,Not significant
ENSMUSG00000005981,5,2,0,Not significant
ENSMUSG00000005982,7,0,0,Not significant
ENSMUSG00000005983,7,0,0,Not significant
ENSMUSG00000005986,6,1,0,Not significant
ENSMUSG00000005994,3,0,0,Not significant
ENSMUSG00000006005,3,2,2,Not significant
ENSMUSG00000006010,5,0,2,Not significant
ENSMUSG00000006014,3,0,0,Not significant
ENSMUSG00000006019,7,0,0,Not significant
ENSMUSG00000006021,6,1,0,Not significant
ENSMUSG00000006024,5,2,0,Not significant
ENSMUSG00000006050,6,1,0,Not significant
ENSMUSG00000006056,5,0,0,Not significant
ENSMUSG00000006057,5,2,0,Not significant
ENSMUSG00000006058,4,3,0,m6A depleted
ENSMUSG00000006095,4,3,0,m6A depleted
ENSMUSG00000006127,7,0,0,Not significant
ENSMUSG00000006134,3,0,4,m6A enriched
ENSMUSG00000006143,5,0,0,Not significant
ENSMUSG00000006154,7,0,0,Not significant
ENSMUSG00000006169,7,0,0,Not significant
ENSMUSG00000006179,7,0,0,Not significant
ENSMUSG00000006191,7,0,0,Not significant
ENSMUSG00000006200,4,0,0,Not significant
ENSMUSG00000006204,3,0,0,Not significant
ENSMUSG00000006205,6,0,1,Not significant
ENSMUSG00000006215,6,1,0,Not significant
ENSMUSG00000006216,3,0,0,Not significant
ENSMUSG00000006218,6,0,1,Not significant
ENSMUSG00000006219,7,0,0,Not significant
ENSMUSG00000006221,3,0,0,Not significant
ENSMUSG00000006235,7,0,0,Not significant
ENSMUSG00000006241,7,0,0,Not significant
ENSMUSG00000006262,4,3,0,m6A depleted
ENSMUSG00000006269,7,0,0,Not significant
ENSMUSG00000006270,7,0,0,Not significant
ENSMUSG00000006273,2,5,0,m6A depleted
ENSMUSG00000006276,3,4,0,m6A depleted
ENSMUSG00000006281,2,5,0,m6A depleted
ENSMUSG00000006288,6,1,0,Not significant
ENSMUSG00000006289,3,4,0,m6A depleted
ENSMUSG00000006299,5,2,0,Not significant
ENSMUSG00000006301,4,3,0,m6A depleted
ENSMUSG00000006304,1,6,0,m6A depleted
ENSMUSG00000006307,7,0,0,Not significant
ENSMUSG00000006310,6,0,0,Not significant
ENSMUSG00000006311,2,0,0,Not significant
ENSMUSG00000006313,5,0,0,Not significant
ENSMUSG00000006315,1,6,0,m6A depleted
ENSMUSG00000006333,0,7,0,m6A depleted
ENSMUSG00000006335,6,1,0,Not significant
ENSMUSG00000006342,7,0,0,Not significant
ENSMUSG00000006344,7,0,0,Not significant
ENSMUSG00000006345,7,0,0,Not significant
ENSMUSG00000006356,2,5,0,m6A depleted
ENSMUSG00000006360,7,0,0,Not significant
ENSMUSG00000006362,7,0,0,Not significant
ENSMUSG00000006369,1,6,0,m6A depleted
ENSMUSG00000006373,5,2,0,Not significant
ENSMUSG00000006378,7,0,0,Not significant
ENSMUSG00000006386,7,0,0,Not significant
ENSMUSG00000006389,3,0,0,Not significant
ENSMUSG00000006390,4,0,3,m6A enriched
ENSMUSG00000006392,6,1,0,Not significant
ENSMUSG00000006395,3,4,0,m6A depleted
ENSMUSG00000006398,5,2,0,Not significant
ENSMUSG00000006403,5,2,0,Not significant
ENSMUSG00000006411,7,0,0,Not significant
ENSMUSG00000006412,5,2,0,Not significant
ENSMUSG00000006418,4,3,0,m6A depleted
ENSMUSG00000006423,2,5,0,m6A depleted
ENSMUSG00000006435,7,0,0,Not significant
ENSMUSG00000006442,2,5,0,m6A depleted
ENSMUSG00000006445,6,0,1,Not significant
ENSMUSG00000006456,5,0,2,Not significant
ENSMUSG00000006457,7,0,0,Not significant
ENSMUSG00000006462,5,0,0,Not significant
ENSMUSG00000006463,7,0,0,Not significant
ENSMUSG00000006464,3,0,4,m6A enriched
ENSMUSG00000006469,5,0,0,Not significant
ENSMUSG00000006471,6,0,1,Not significant
ENSMUSG00000006476,5,2,0,Not significant
ENSMUSG00000006494,7,0,0,Not significant
ENSMUSG00000006498,3,4,0,m6A depleted
ENSMUSG00000006517,7,0,0,Not significant
ENSMUSG00000006519,4,3,0,m6A depleted
ENSMUSG00000006522,2,3,0,m6A depleted
ENSMUSG00000006526,7,0,0,Not significant
ENSMUSG00000006527,6,1,0,Not significant
ENSMUSG00000006538,6,0,1,Not significant
ENSMUSG00000006542,5,0,0,Not significant
ENSMUSG00000006546,5,0,0,Not significant
ENSMUSG00000006567,7,0,0,Not significant
ENSMUSG00000006574,3,0,0,Not significant
ENSMUSG00000006575,4,3,0,m6A depleted
ENSMUSG00000006576,3,4,0,m6A depleted
ENSMUSG00000006585,7,0,0,Not significant
ENSMUSG00000006586,4,0,3,m6A enriched
ENSMUSG00000006587,7,0,0,Not significant
ENSMUSG00000006589,5,2,0,Not significant
ENSMUSG00000006599,4,3,0,m6A depleted
ENSMUSG00000006611,5,0,0,Not significant
ENSMUSG00000006638,7,0,0,Not significant
ENSMUSG00000006641,7,0,0,Not significant
ENSMUSG00000006642,7,0,0,Not significant
ENSMUSG00000006649,6,1,0,Not significant
ENSMUSG00000006651,2,5,0,m6A depleted
ENSMUSG00000006673,2,0,5,m6A enriched
ENSMUSG00000006675,6,1,0,Not significant
ENSMUSG00000006676,4,3,0,m6A depleted
ENSMUSG00000006678,4,3,0,m6A depleted
ENSMUSG00000006699,0,7,0,m6A depleted
ENSMUSG00000006705,5,2,0,Not significant
ENSMUSG00000006711,3,0,4,m6A enriched
ENSMUSG00000006715,6,1,0,Not significant
ENSMUSG00000006717,6,1,0,Not significant
ENSMUSG00000006720,0,0,7,m6A enriched
ENSMUSG00000006724,7,0,0,Not significant
ENSMUSG00000006728,1,6,0,m6A depleted
ENSMUSG00000006731,6,1,0,Not significant
ENSMUSG00000006732,6,1,0,Not significant
ENSMUSG00000006736,5,2,0,Not significant
ENSMUSG00000006740,3,3,1,m6A depleted
ENSMUSG00000006763,6,1,0,Not significant
ENSMUSG00000006764,7,0,0,Not significant
ENSMUSG00000006777,7,0,0,Not significant
ENSMUSG00000006782,7,0,0,Not significant
ENSMUSG00000006784,7,0,0,Not significant
ENSMUSG00000006800,7,0,0,Not significant
ENSMUSG00000006818,1,6,0,m6A depleted
ENSMUSG00000006850,1,6,0,m6A depleted
ENSMUSG00000006906,3,4,0,m6A depleted
ENSMUSG00000006920,4,3,0,m6A depleted
ENSMUSG00000006930,7,0,0,Not significant
ENSMUSG00000006931,6,1,0,Not significant
ENSMUSG00000006932,5,1,1,Not significant
ENSMUSG00000006941,6,1,0,Not significant
ENSMUSG00000006958,3,4,0,m6A depleted
ENSMUSG00000006998,5,2,0,Not significant
ENSMUSG00000007021,0,7,0,m6A depleted
ENSMUSG00000007029,2,5,0,m6A depleted
ENSMUSG00000007030,7,0,0,Not significant
ENSMUSG00000007033,5,0,2,Not significant
ENSMUSG00000007034,7,0,0,Not significant
ENSMUSG00000007035,7,0,0,Not significant
ENSMUSG00000007036,3,4,0,m6A depleted
ENSMUSG00000007038,4,0,3,m6A enriched
ENSMUSG00000007039,5,2,0,Not significant
ENSMUSG00000007041,5,2,0,Not significant
ENSMUSG00000007050,4,3,0,m6A depleted
ENSMUSG00000007080,6,1,0,Not significant
ENSMUSG00000007097,4,3,0,m6A depleted
ENSMUSG00000007107,3,0,0,Not significant
ENSMUSG00000007122,5,0,0,Not significant
ENSMUSG00000007207,5,2,0,Not significant
ENSMUSG00000007209,7,0,0,Not significant
ENSMUSG00000007216,0,0,7,m6A enriched
ENSMUSG00000007279,7,0,0,Not significant
ENSMUSG00000007338,7,0,0,Not significant
ENSMUSG00000007379,6,0,1,Not significant
ENSMUSG00000007411,2,3,2,m6A depleted
ENSMUSG00000007415,5,2,0,Not significant
ENSMUSG00000007440,4,0,3,m6A enriched
ENSMUSG00000007458,2,5,0,m6A depleted
ENSMUSG00000007476,3,3,1,m6A depleted
ENSMUSG00000007480,3,0,0,Not significant
ENSMUSG00000007564,0,7,0,m6A depleted
ENSMUSG00000007570,5,0,2,Not significant
ENSMUSG00000007589,7,0,0,Not significant
ENSMUSG00000007591,7,0,0,Not significant
ENSMUSG00000007594,3,0,4,m6A enriched
ENSMUSG00000007603,5,2,0,Not significant
ENSMUSG00000007610,7,0,0,Not significant
ENSMUSG00000007613,4,3,0,m6A depleted
ENSMUSG00000007617,6,0,1,Not significant
ENSMUSG00000007646,6,1,0,Not significant
ENSMUSG00000007653,6,0,1,Not significant
ENSMUSG00000007655,6,0,1,Not significant
ENSMUSG00000007656,7,0,0,Not significant
ENSMUSG00000007659,2,0,5,m6A enriched
ENSMUSG00000007670,6,1,0,Not significant
ENSMUSG00000007682,2,0,3,m6A enriched
ENSMUSG00000007721,6,1,0,Not significant
ENSMUSG00000007739,1,6,0,m6A depleted
ENSMUSG00000007777,3,0,4,m6A enriched
ENSMUSG00000007783,5,2,0,Not significant
ENSMUSG00000007805,7,0,0,Not significant
ENSMUSG00000007812,2,0,5,m6A enriched
ENSMUSG00000007815,2,5,0,m6A depleted
ENSMUSG00000007817,7,0,0,Not significant
ENSMUSG00000007827,6,0,1,Not significant
ENSMUSG00000007833,5,2,0,Not significant
ENSMUSG00000007836,5,0,2,Not significant
